MovieId,Title,Tmdb_id,vote_average,vote_count,popularity,overview,,,,,,,,,,,,,,
1499,Ekfie Hopkins: Cannibal Hunter,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
1500,Elvis Found Alive,158341,1,1,0.6,"In this mockumentary spoof of Elvis theories, Elvis has been FOUND ALIVE! After visiting Graceland, a Freedom of Information Act request is made for US government files on Elvis Presley. Incredibly, documents arrived from the FBI revealing an address for Federal Agent Jon Burrows"," Elvis' 1970's alias, in Simi Valley, California.",,,,,,,,,,,,,
1501,Emperor,127372,6.1,122,4.578,"As the Japanese surrender at the end of WWII, Gen. Fellers is tasked with deciding if Emperor Hirohito will be hanged as a war criminal. Influencing his ruling is his quest to find Aya, an exchange student he met years earlier in the U.S.",,,,,,,,,,,,,,
1502,End of Watch,77016,7.3,1602,6.61,Two young officers are marked for death after confiscating a small cache of money and firearms from the members of a notorious cartel during a routine traffic stop.,,,,,,,,,,,,,,
1503,Ernest et CÃ©lestine,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
1503,Ernest et CÃ©lestine,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
1504,Excision,84194,6,212,5.347,"Alienated teen Pauline struggles with the pressures of fitting into high school, pleasing her mother and a burning desire to lose her virginity. With a grotesque curiosity for the darker side of life, Pauline is considered a social outcast by everyone around her. Enticed by flesh, she retreats into her own fantasies and hopes to become a great surgeon - that is, if she doesn't go insane first.",,,,,,,,,,,,,,
1505,A Fantastic Fear of Everything,101519,5.7,137,4.507,"Jack is a children's author turned crime novelist whose detailed research into the lives of Victorian serial killers has turned him into a paranoid wreck, persecuted by the irrational fear of being murdered. When Jack is thrown a life-line by his long-suffering agent and a mysterious Hollywood executive takes a sudden and inexplicable interest in his script, what should be his big break rapidly turns into his big breakdown, as Jack is forced to confront his worst demons; among them his love life, his laundry and the origin of all fear.",,,,,,,,,,,,,,
1506,Farewell My Queen,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
1507,Fire with Fire,139567,5.6,305,6.81,A fireman takes an unexpected course of action when a man whom he's been ordered to testify against – after being held up at a local convenience store – threatens him.,,,,,,,,,,,,,,
1508,The Five-Year Engagement,72207,5.7,639,9.548,"Exactly one year after Tom meets Violet, he surprises her with a wedding ring. By all accounts, Tom and Violet are destined for their happily ever after. However, this engaged couple just keep getting tripped up on the long walk down the aisle.",,,,,,,,,,,,,,
1509,Flight,87502,6.6,3220,8.11,"Commercial airline pilot Whip Whitaker has a problem with drugs and alcohol, though so far he's managed to complete his flights safely. His luck runs out when a disastrous mechanical malfunction sends his plane hurtling toward the ground. Whip pulls off a miraculous crash-landing that results in only six lives lost. Shaken to the core, Whip vows to get sober -- but when the crash investigation exposes his addiction, he finds himself in an even worse situation.",,,,,,,,,,,,,,
1510,For A Good Time Call,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
1511,Fortress,79935,5.5,20,3.326,"When the commander of the crew of a B-17 Flying Fortress bomber is killed in action in a raid over Sicily in 1943, his replacement, a young, naive pilot struggles to be accepted by the plane's already tight-knit Irish American crew.",,,,,,,,,,,,,,
1511,Fortress,204729,0,0,0.6,"This Czech documentary presents a visit to the Pridnestrovian Moldavian Republic (a.k.a. Trans-Dniestr) as a trip to a museum of communist totalitarianism. The country, whose independence has been recognized by only a few other states, remains an isolated multi-ethnic enclave held together by an authoritarian regime. In a country where you are only allowed to film out the window of a train, the locals are afraid of being denounced but are glad to live in a comfortable refuge from the hectic modern world, and songs on television celebrate the president.",,,,,,,,,,,,,,
1512,found.,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
1513,Fraktus,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
1514,Frances Ha,121986,7.3,545,6.644,"An aspiring dancer moves to New York City and becomes caught up in a whirlwind of flighty fair-weather friends, diminishing fortunes and career setbacks.",,,,,,,,,,,,,,
1515,Frankenweenie,62214,6.8,1470,8.918,"When a car hits young Victor's pet dog Sparky, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked monster"" wreaks havoc and terror in the hearts of Victor's neighbors", he has to convince them that Sparky's still the good," loyal friend he was.""",,,,,,,,,,,,
1516,Fresh Meat,140403,5.4,30,4.46,A dysfunctional gang of criminals takes a middle class Maori family hostage and discovers too late that they are cannibals.,,,,,,,,,,,,,,
1516,Fresh Meat,407500,0,0,0.845,"College is a time for getting laid as much as possible. Max Carter is the horny man on campus who initiates a full on Freshman sexploitation. Fresh Meat is dripping with brand new hard-bodied FRATBOYS, including the chiseled boy bottom of Cody Capri, the hung and ripped Jarret Fox and bad boy blonde, Alexander Green. This Fall, the dorm rooms are housing more hard fucking and hot cum loads then ever!",,,,,,,,,,,,,,
1516,Fresh Meat,382449,5,1,0.6,"Five fresh faced video virgins step off the bus, drop their soaking wet panties, and get huge stiff cocks crammed up their pussies and asses, tight in front of our cameras! They'll get more pussy pounding, ass jamming, throat stuffing, cum drenched action than they could ever scream for! Enjoy!",,,,,,,,,,,,,,
1517,Friends With Kids,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
1518,Fun Size,82679,5.5,217,5.161,"Wren is invited to a Halloween party by her crush, Aaron Riley, but she is also forced by her mother to take her oddball little brother Albert with her when she goes out trick-or-treating on Halloween. When she goes to the party instead, she loses him and must find him before her mother finds out.",,,,,,,,,,,,,,
1519,Gambit,97434,5.2,322,4.989,"An art curator decides to seek revenge on his abusive boss by conning him into buying a fake Monet, but his plan requires the help of an eccentric and unpredictable Texas rodeo queen.",,,,,,,,,,,,,,
1520,Get the Gringo,80389,6.5,738,7.462,A career criminal (Gibson) nabbed by Mexican authorities is placed in a tough prison where he learns to survive with the help of a 9-year-old boy.,,,,,,,,,,,,,,
1521,Ghost Graduation,86541,6.2,88,3.847,A teacher with paranormal abilities helps a group of ghosts graduate high school.,,,,,,,,,,,,,,
1522,Ghost Rider: Spirit of Vengeance,71676,4.7,1762,9.838,"When the devil resurfaces with aims to take over the world in human form, Johnny Blaze reluctantly comes out of hiding to transform into the flame-spewing supernatural hero Ghost Rider -- and rescue a 10-year-old boy from an unsavory end.",,,,,,,,,,,,,,
1523,Girl vs. Monster,138038,5.9,101,6.97,Skylar finds out that her parents are monster hunters after she accidentally releases some monsters from a secret containment chamber; so she and her techno friends must recapture all the monsters and also save her mom and dad from these monsters who are out for revenge.,,,,,,,,,,,,,,
1524,God Bless America,74306,7.1,484,5.392,"Fed up with the cruelty and stupidity of American culture, an unlikely duo goes on a killing spree, killing reality TV stars, bigots and others they find repugnant in this black comedy.",,,,,,,,,,,,,,
1524,God Bless America,523298,0,0,0.6,"If the banjo don’t get ya, the bugs or the student debt will.",,,,,,,,,,,,,,
1525,Golden Winter,134671,5,3,0.887,"A runaway boy befriends a pack of homeless puppies. Together, they stop a bank robbery and find a family to adopt them all.",,,,,,,,,,,,,,
1526,Gone,79548,6,555,8.543,"Jill Parrish is trying to rebuild her life after surviving a terrifying kidnapping attempt. Though she is having a difficult time, she takes small steps toward normalcy by starting a new job and inviting her sister, Molly, to move in with her. Returning home from work one morning, Jill discovers that Molly has vanished, and she is certain that the same man who previously abducted her has returned for revenge.",,,,,,,,,,,,,,
1526,Gone,323921,0,0,0.865,"Following a strange dream, a young boy ventures into the woods in search of a mysterious object.",,,,,,,,,,,,,,
1527,Goon,74387,6.5,449,5.547,"Doug Glatt, a slacker who discovers he has a talent for brawling is approached by a minor league hockey coach and invited to join the team as the muscle."" Despite the fact that Glatt can't skate his best friend", Pat, convinces him to give it a shot, and Glatt becomes a hero to the team and their fans," until the league's reigning goon becomes threatened by Glatt's success and decides to even the score.""",,,,,,,,,,
1528,Grabbers,84204,6.2,185,4.562,"Something sinister has come to the shores of Erin Island, unbeknownst to the quaint population of this sleepy fishing village resting somewhere off Ireland’s coast. First, some fishermen go missing. Then there is the rash of whale carcasses suddenly washing up on the beach. When the murders start, it’s up to two mismatched cops – an irresponsible alcoholic and his new partner, a by-the-book woman from the mainland – to protect the townsfolk from the giant, bloodsucking, tentacled aliens that prey upon them. Their only weapon, they discover, is booze. If they want to survive the creatures’ onslaught, everyone will have to get very, very drunk!",,,,,,,,,,,,,,
